clef;VIN;contrat;reference_version_id;code_mcclbp;Marque;Modele;Carrosserie;Carburant;Litre;Boite;Puissance;4RM;DateMEC;KM a date cote;Type;KM_VR;B2C today TTC;Date Cote;B2C futur TTC;ignore;Genre;metal;SurKM;DateVR;DateMEC;PRIX_NEUF_HT;B2B brut TTC;deprec_mensuel;km_vr_comment;date_vr_comment;Profil;Nb Ref;Ref Proba;RPI brut;RPI ambition;ambition;B2B ambition TTC
103972060091500002021-09-26 00:00:00;vf7yc3mfb12j24483;10397206009;118153;VO-59-1163-2-22-1-2.00-160---N;CITROEN;JUMPER VU;SOCIETE;DIESEL;2.0;MANUELLE;160;N;2018-09-27;4660;mcclbp;150000;25945;2018-11-12;16811;;vu;Y;56400;2021-09-26;2018-09-27;35550;12016;0.988139;;;observable;1;0.8874;0.7148;0.6628;-0.052;11142
103957662001400002020-09-27 00:00:00;vf7yc3mfc12j30116;10395766200;118172;VO-59-1163-2-22-1-2.00-160---N;CITROEN;JUMPER VU;SOCIETE;DIESEL;2.0;MANUELLE;160;N;2018-09-28;6330;mcclbp;140000;25656;2018-11-12;18629;;vu;Y;77600;2020-09-27;2018-09-28;37450;12229;0.986879;;;observable;1;0.8852;0.6564;0.6070;-0.0495;11307
103957664071400002020-09-27 00:00:00;vf7yc3mfc12j30610;10395766407;118172;VO-59-1163-2-22-1-2.00-160---N;CITROEN;JUMPER VU;SOCIETE;DIESEL;2.0;MANUELLE;160;N;2018-09-28;6330;mcclbp;140000;25656;2018-11-12;18629;;vu;Y;77600;2020-09-27;2018-09-28;37450;12229;0.986879;;;observable;1;0.8852;0.6564;0.6070;-0.0495;11307
103957663031400002020-09-27 00:00:00;vf7yc3mfc12j30668;10395766303;118172;VO-59-1163-2-22-1-2.00-160---N;CITROEN;JUMPER VU;SOCIETE;DIESEL;2.0;MANUELLE;160;N;2018-09-28;6330;mcclbp;140000;25656;2018-11-12;18629;;vu;Y;77600;2020-09-27;2018-09-28;37450;12229;0.986879;;;observable;1;0.8852;0.6564;0.6070;-0.0495;11307
103973980001200002022-10-17 00:00:00;vf7yc3mfc12j36223;10397398000;118165;VO-59-1163-2-22-1-2.00-160---N;CITROEN;JUMPER VU;SOCIETE;DIESEL;2.0;MANUELLE;160;N;2018-10-18;1070;mcclbp;120000;26534;2018-11-12;17310;;vu;N;0;2022-10-17;2018-10-18;36500;14613;0.991367;;;observable;1;0.8852;0.8442;0.7947;-0.0495;13756
5144688800002022-09-30 00:00:00;vf7yd2mfc12h85958;5144688;118190;VO-59-1163-2-22-1-2.00-131---N;CITROEN;JUMPER VU;SOCIETE;DIESEL;2.0;MANUELLE;130;N;2018-10-01;1640;mcclbp;80000;23486;2018-11-12;15354;;vu;N;0;2022-09-30;2018-10-01;37250;12962;0.991305;;;observable;1;0.8852;0.8442;0.7947;-0.0495;12202
50182821100002019-05-23 00:00:00;vf70b9hpgfe548504;5018282;102989;VO-59-3462-2-5-2-1.60-92---N;CITROEN;C4 CACTUS;4X4 S.U.V;DIESEL;1.6;AUTOMATIQUE;92;N;2015-07-24;93960;ref;110000;11871;2018-11-12;10724;;vp;N;18000;2019-05-23;2015-07-24;18583;8263;0.987108;;;observable;1;0.8761;0.7705;0.7435;-0.027;7973
10375385805600002019-02-22 00:00:00;vf70bbhy3fe570652;10375385805;102986;VO-59-3462-2-5-1-1.60-100---N;CITROEN;C4 CACTUS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2015-11-23;54240;ref;60000;12595;2018-11-12;11896;;vp;Y;0;2019-02-22;2015-11-23;18667;10171;0.988011;;;observable;1;0.8621;0.8550;0.8280;-0.027;9850
50209831200002019-03-10 00:00:00;vf70bbhybfe555318;5020983;113307;VO-59-3462-2-5-1-1.60-100---N;CITROEN;C4 CACTUS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2015-09-11;107770;ref;120000;11387;2018-11-12;10395;;vp;Y;36000;2019-03-10;2015-09-11;18250;7876;0.983161;;;observable;1;0.8621;0.7577;0.7306;-0.027;7595
5089727900002020-09-20 00:00:00;vf70bbhybhe541706;5089727;133503;VO-59-3462-2-5-1-1.60-99---N;CITROEN;C4 CACTUS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2017-09-21;33290;ref;90000;13962;2018-11-12;10511;;vp;Y;18000;2020-09-20;2017-09-21;18167;8475;0.988241;;;observable;1;0.8571;0.8063;0.7568;-0.0495;7955
103980532051200002021-09-18 00:00:00;vf70bbhybje517571;10398053205;133506;VO-59-3462-2-22-1-1.60-99---N;CITROEN;C4 CACTUS;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-19;4600;pneuf1;120000;17362;2018-11-12;10722;;vup;Y;48000;2021-09-18;2018-09-19;19450;7186;0.986736;;;rare;1;0.8783;0.6702;0.6182;-0.052;6628
10398170008300002021-09-18 00:00:00;vf70bbhybje519844;10398170008;135728;VO-59-3462-2-5-1-1.60-99---N;CITROEN;C4 CACTUS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-09-19;1150;ref;30000;16852;2018-11-12;11838;;vp;Y;0;2021-09-18;2018-09-19;18500;10121;0.990265;;;observable;1;0.8333;0.8550;0.8029;-0.052;9505
10398172707300002021-09-24 00:00:00;vf70bbhybje519845;10398172707;135728;VO-59-3462-2-5-1-1.60-99---N;CITROEN;C4 CACTUS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-09-25;990;ref;30000;16859;2018-11-12;11817;;vp;Y;0;2021-09-24;2018-09-25;18500;10103;0.990258;;;observable;1;0.8333;0.8550;0.8030;-0.052;9489
103979718031200002021-09-03 00:00:00;vf70bbhybje522665;10397971803;135730;VO-59-3462-2-5-1-1.60-99---N;CITROEN;C4 CACTUS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-09-04;6250;ref;120000;18504;2018-11-12;11472;;vp;Y;48000;2021-09-03;2018-09-04;20417;8320;0.98666;;;observable;1;0.8333;0.7252;0.6732;-0.052;7723
103944796031750002022-06-17 00:00:00;vf70bbhybje532331;10394479603;133506;VO-59-3462-2-22-1-1.60-99---N;CITROEN;C4 CACTUS;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-06-18;16180;pneuf1;175000;16790;2018-11-12;8754;;vup;N;79000;2022-06-17;2018-06-18;19450;5088;0.985685;;;rare;1;0.8783;0.5812;0.5318;-0.0495;4655
103971475081400002021-09-25 00:00:00;vf70bbhybje536080;10397147508;133503;VO-59-3462-2-5-1-1.60-99---N;CITROEN;C4 CACTUS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-09-26;4470;ref;140000;18677;2018-11-12;11121;;vp;N;68000;2021-09-25;2018-09-26;19333;7133;0.985833;;;observable;1;0.8571;0.6414;0.5894;-0.052;6555
10380203203500002018-11-21 00:00:00;vf70bbhyhge546431;10380203203;113306;VO-59-3462-2-5-2-1.60-99---N;CITROEN;C4 CACTUS;4X4 S.U.V;DIESEL;1.6;AUTOMATIQUE;100;N;2016-07-22;48770;ref;50000;12746;2018-11-12;12519;;vp;Y;0;2018-11-21;2016-07-22;18833;10704;0.98947;;;observable;1;0.8939;0.8550;0.8550;0;10704
50793581450002019-06-11 00:00:00;vf70bbhyhhe527707;5079358;118024;VO-59-3462-2-5-2-1.60-99---N;CITROEN;C4 CACTUS;4X4 S.U.V;DIESEL;1.6;AUTOMATIQUE;100;N;2017-06-12;100640;ref;145000;13378;2018-11-12;11604;;vp;Y;97000;2019-06-11;2017-06-12;18833;6878;0.983269;;;observable;1;0.9045;0.5927;0.5658;-0.027;6565
10390469506500002020-03-11 00:00:00;vf70bbhyhhe552172;10390469506;118024;VO-59-3462-2-5-2-1.60-99---N;CITROEN;C4 CACTUS;4X4 S.U.V;DIESEL;1.6;AUTOMATIQUE;100;N;2018-03-12;15960;ref;50000;14443;2018-11-12;11653;;vup;N;2000;2020-03-11;2018-03-12;18833;8968;0.987877;;;observable;1;0.9045;0.7696;0.7201;-0.0495;8391
10397906902600002021-09-25 00:00:00;vf70byhyjje545306;10397906902;118023;VO-59-3462-2-5-1-1.60-100---N;CITROEN;C4 CACTUS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-09-26;1920;ref;60000;17962;2018-11-12;12162;;vp;Y;0;2021-09-25;2018-09-26;19500;10399;0.989325;;;observable;1;0.8794;0.8550;0.8031;-0.052;9767
10395784505600002021-09-24 00:00:00;vf70byhyjje551370;10395784505;135726;VO-59-3462-2-22-1-1.60-99---N;CITROEN;C4 CACTUS;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-09-25;1970;pneuf1;60000;17204;2018-11-12;11574;;vup;N;0;2021-09-24;2018-09-25;19625;8963;0.98914;;;rare;1;0.8959;0.7744;0.7224;-0.052;8361
10376764808450002019-02-01 00:00:00;vf70phmzbfe575320;10376764808;102983;VO-59-3462-1-5-2-1.20-82---N;CITROEN;C4 CACTUS;4X4 S.U.V;ESSENCE;1.2;AUTOMATIQUE;82;N;2015-12-02;41380;ref;45000;12206;2018-11-12;11792;;vp;Y;0;2019-02-01;2015-12-02;16333;10082;0.991471;;;observable;1;0.8939;0.8550;0.8580;0.003;10117
10398742008400002020-09-27 00:00:00;vf70phnpxje552865;10398742008;120772;VO-59-3462-1-5-2-1.20-110---N;CITROEN;C4 CACTUS;4X4 S.U.V;ESSENCE;1.2;AUTOMATIQUE;110;N;2018-09-28;1810;mcclbp;40000;20421;2018-11-12;16070;;vp;N;4000;2020-09-27;2018-09-28;18958;12963;0.990162;;;observable;1;0.9045;0.8067;0.8121;0.0055;13051
103943492041080002021-04-25 00:00:00;vf70phnyhje508049;10394349204;131167;VO-59-3462-1-5-1-1.20-131---N;CITROEN;C4 CACTUS;4X4 S.U.V;ESSENCE;1.2;MANUELLE;130;N;2018-04-26;1;ref;108000;20743;2018-11-12;14707;;vp;N;54000;2021-04-25;2018-04-26;19542;9964;0.989049;KM set with autobiz standard 3000 km monthly;;observable;1;0.8621;0.6775;0.6855;0.008;10082
10396620801300002021-09-17 00:00:00;vf70phnyhje549754;10396620801;131166;VO-59-3462-1-5-1-1.20-131---N;CITROEN;C4 CACTUS;4X4 S.U.V;ESSENCE;1.2;MANUELLE;130;N;2018-09-18;1180;ref;30000;20126;2018-11-12;15050;;vp;Y;0;2021-09-17;2018-09-18;17625;12867;0.991974;;;observable;1;0.8621;0.8550;0.8629;0.008;12987
10396349409300002021-09-11 00:00:00;vf70phnyhje550224;10396349409;131167;VO-59-3462-1-5-1-1.20-131---N;CITROEN;C4 CACTUS;4X4 S.U.V;ESSENCE;1.2;MANUELLE;130;N;2018-09-12;1340;ref;30000;20833;2018-11-12;15603;;vp;N;0;2021-09-11;2018-09-12;19542;12747;0.991972;;;observable;1;0.8621;0.8170;0.8250;0.008;12872
10398381500600002022-09-18 00:00:00;vf70phnzbje548394;10398381500;99314;VO-59-3462-1-5-1-1.20-110---N;CITROEN;C4 CACTUS;4X4 S.U.V;ESSENCE;1.2;MANUELLE;110;N;2018-09-19;1730;ref;60000;18007;2018-11-12;10702;;vp;N;0;2022-09-18;2018-09-19;16750;8743;0.989277;;;observable;1;0.8621;0.8170;0.8274;0.0105;8855
103977630041200002021-09-13 00:00:00;vf70phnzwje551066;10397763004;120773;VO-59-3462-1-5-2-1.20-110---N;CITROEN;C4 CACTUS;4X4 S.U.V;ESSENCE;1.2;AUTOMATIQUE;110;N;2018-09-14;5150;ref;120000;19309;2018-11-12;12081;;vp;N;66000;2021-09-13;2018-09-14;18083;7811;0.987036;;;observable;1;0.8939;0.6466;0.6546;0.008;7908
10394724808150002019-07-14 00:00:00;vf72cbhybj4260749;10394724808;133484;VO-59-4829-2-5-1-1.60-99---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-07-12;4540;ref;15000;18356;2018-11-12;16637;;vp;Y;0;2019-07-14;2018-07-12;17292;14224;0.989773;;;recent;1;0.8333;0.8550;0.8280;-0.027;13775
10394893205150002019-08-30 00:00:00;vf72cbhybj4355757;10394893205;133485;VO-59-4829-2-5-1-1.60-99---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-08-27;2650;ref;15000;20504;2018-11-12;18281;;vp;Y;0;2019-08-30;2018-08-27;19292;15630;0.989747;;;recent;1;0.8333;0.8550;0.8280;-0.027;15136
10396562606200002019-09-19 00:00:00;vf72cbhybj4382844;10396562606;133485;VO-59-4829-2-5-1-1.60-99---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-09-17;2400;ref;20000;20558;2018-11-12;18034;;vp;N;0;2019-09-19;2018-09-17;19292;14733;0.988931;;;recent;1;0.8333;0.8170;0.7900;-0.027;14246
10395065809200002019-09-09 00:00:00;vf72cbhybj4384499;10395065809;133485;VO-59-4829-2-5-1-1.60-99---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-09-06;2990;ref;20000;20549;2018-11-12;18095;;vp;N;0;2019-09-09;2018-09-06;19292;14783;0.988937;;;recent;1;0.8333;0.8170;0.7899;-0.027;14294
10396958701200002019-08-19 00:00:00;vf72cbhybj4387976;10396958701;133484;VO-59-4829-2-5-1-1.60-99---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-08-16;4130;ref;20000;18361;2018-11-12;16284;;vp;Y;0;2019-08-19;2018-08-16;17292;13923;0.988914;;;recent;1;0.8333;0.8550;0.8280;-0.027;13483
10396917204200002019-09-04 00:00:00;vf72cbhybj4394896;10396917204;133485;VO-59-4829-2-5-1-1.60-99---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-09-03;3170;ref;20000;20529;2018-11-12;18111;;vp;Y;0;2019-09-04;2018-09-03;19292;15485;0.98894;;;recent;1;0.8333;0.8550;0.8280;-0.027;14996
10396523103200002019-09-14 00:00:00;vf72cbhybj4394914;10396523103;133485;VO-59-4829-2-5-1-1.60-99---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-09-11;2720;ref;20000;20538;2018-11-12;18051;;vp;N;0;2019-09-14;2018-09-11;19292;14748;0.988934;;;recent;1;0.8333;0.8170;0.7900;-0.027;14261
10395950505150002019-09-09 00:00:00;vf72cbhybj4395131;10395950505;133485;VO-59-4829-2-5-1-1.60-99---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-09-06;2240;ref;15000;20635;2018-11-12;18347;;vp;Y;0;2019-09-09;2018-09-06;19292;15686;0.989773;;;recent;1;0.8333;0.8550;0.8280;-0.027;15191
10396002107200002019-09-09 00:00:00;vf72cbhybj4416048;10396002107;133485;VO-59-4829-2-5-1-1.60-99---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-09-06;2990;ref;20000;20549;2018-11-12;18095;;vp;Y;0;2019-09-09;2018-09-06;19292;15471;0.988937;;;recent;1;0.8333;0.8550;0.8280;-0.027;14982
10398494701900002021-09-21 00:00:00;vf72cbhzhj4252574;10398494701;127349;VO-59-4829-2-5-1-1.60-120---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;120;N;2018-09-22;3210;ref;90000;19980;2018-11-12;12426;;vp;Y;0;2021-09-21;2018-09-22;18292;10624;0.986965;;;recent;1;0.8621;0.8550;0.8030;-0.052;9978
10394747200200002019-07-19 00:00:00;vf72cbhzhj4341443;10394747200;127351;VO-59-4829-2-5-1-1.60-120---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;120;N;2018-07-18;5740;ref;20000;21458;2018-11-12;19255;;vp;Y;0;2019-07-19;2018-07-18;20292;16463;0.988933;;;recent;1;0.8621;0.8550;0.8280;-0.027;15943
10395771604200002019-09-04 00:00:00;vf72cbhzhj4382261;10395771604;127351;VO-59-4829-2-5-1-1.60-120---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;120;N;2018-09-04;3120;ref;20000;21518;2018-11-12;18984;;vp;Y;0;2019-09-04;2018-09-04;20292;16231;0.98894;;;recent;1;0.8621;0.8550;0.8280;-0.027;15718
10395264303200002019-08-30 00:00:00;vf72cbhzhj4382902;10395264303;127351;VO-59-4829-2-5-1-1.60-120---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;120;N;2018-08-30;3400;ref;20000;21505;2018-11-12;18994;;vp;Y;0;2019-08-30;2018-08-30;20292;16240;0.988909;;;recent;1;0.8621;0.8550;0.8280;-0.027;15727
10395477904150002019-09-14 00:00:00;vf72cbhzhj4388287;10395477904;127351;VO-59-4829-2-5-1-1.60-120---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;120;N;2018-09-14;1930;ref;15000;21575;2018-11-12;19149;;vp;Y;0;2019-09-14;2018-09-14;20292;16372;0.989771;;;recent;1;0.8621;0.8550;0.8280;-0.027;15855
10395832804150002019-08-30 00:00:00;vf72cbhzhj4389911;10395832804;127351;VO-59-4829-2-5-1-1.60-120---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;120;N;2018-08-29;2580;ref;15000;21532;2018-11-12;19198;;vp;Y;0;2019-08-30;2018-08-29;20292;16414;0.989747;;;recent;1;0.8621;0.8550;0.8280;-0.027;15896
10397197908200002019-09-19 00:00:00;vf72cbhzhj4411368;10397197908;127351;VO-59-4829-2-5-1-1.60-120---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;120;N;2018-09-20;2250;ref;20000;21498;2018-11-12;18859;;vp;Y;0;2019-09-19;2018-09-20;20292;16125;0.988931;;;recent;1;0.8621;0.8550;0.8280;-0.027;15616
10396020205200002019-09-19 00:00:00;vf72cbhzhj4417192;10396020205;127351;VO-59-4829-2-5-1-1.60-120---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;120;N;2018-09-19;2300;ref;20000;21543;2018-11-12;18899;;vp;Y;0;2019-09-19;2018-09-19;20292;16159;0.988931;;;recent;1;0.8621;0.8550;0.8280;-0.027;15649
10396692403200002019-09-14 00:00:00;vf72cyhyjk4007370;10396692403;133485;VO-59-4829-2-5-1-1.60-99---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-09-12;2670;ref;20000;20585;2018-11-12;18092;;vp;Y;0;2019-09-14;2018-09-12;19458;15469;0.988934;;;recent;1;0.8333;0.8550;0.8280;-0.027;14981
10396429802150002019-09-14 00:00:00;vf72cyhyjk4019466;10396429802;133485;VO-59-4829-2-5-1-1.60-99---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;DIESEL;1.6;MANUELLE;100;N;2018-09-12;2000;ref;15000;20664;2018-11-12;18341;;vp;Y;0;2019-09-14;2018-09-12;19458;15681;0.989771;;;recent;1;0.8333;0.8550;0.8280;-0.027;15186
10396512206500002021-09-13 00:00:00;vf72rhnpjk4006776;10396512206;133487;VO-59-4829-1-5-1-1.20-110---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;ESSENCE;1.2;MANUELLE;110;N;2018-09-14;2150;ref;50000;20039;2018-11-12;14859;;vp;Y;0;2021-09-13;2018-09-14;18167;12705;0.991712;;;recent;1;0.8621;0.8550;0.8630;0.008;12824
10394564001900002021-08-30 00:00:00;vf72rhnyhj4337239;10394564001;127342;VO-59-4829-1-5-1-1.20-131---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;ESSENCE;1.2;MANUELLE;130;N;2018-08-31;5010;ref;90000;21315;2018-11-12;14573;;vp;Y;36000;2021-08-30;2018-08-31;18875;11042;0.989345;;;recent;1;0.8621;0.7577;0.7657;0.008;11159
10395200208150002019-09-04 00:00:00;vf72rhnyhj4381056;10395200208;127342;VO-59-4829-1-5-1-1.20-131---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;ESSENCE;1.2;MANUELLE;130;N;2018-09-05;2310;ref;15000;21424;2018-11-12;19605;;vp;Y;0;2019-09-04;2018-09-05;18875;16762;0.992158;;;recent;1;0.8621;0.8550;0.8580;0.003;16821
10395422204150002018-12-30 00:00:00;vf72rhnzbj4135797;10395422204;133486;VO-59-4829-1-5-1-1.20-110---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;ESSENCE;1.2;MANUELLE;110;N;2017-12-29;12540;ref;15000;17751;2018-11-12;17334;;vp;N;0;2018-12-30;2017-12-29;16042;14161;0.992191;;;recent;1;0.8621;0.8169;0.8169;0;14161
10395422204150002018-12-30 00:00:00;vf72rhnzbj4135797;10395422204;133486;VO-59-4829-1-5-1-1.20-110---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;ESSENCE;1.2;MANUELLE;110;N;2017-12-29;12540;ref;15000;17751;2018-11-12;17334;;vp;N;0;2018-12-30;2017-12-29;16042;14161;0.992191;;;recent;1;0.8621;0.8169;0.8169;0;14161
10398062804100002019-09-14 00:00:00;vf72rhnzbj4303210;10398062804;135724;VO-59-4829-1-5-1-1.20-110---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;ESSENCE;1.2;MANUELLE;110;N;2018-09-11;1360;ref;10000;19165;2018-11-12;17664;;vp;N;0;2019-09-14;2018-09-11;17042;14431;0.992992;;;recent;1;0.8621;0.8170;0.8200;0.003;14484
103947489071200002021-07-04 00:00:00;vf72rhnzbj4346520;10394748907;127337;VO-59-4829-1-5-1-1.20-110---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;ESSENCE;1.2;MANUELLE;110;N;2018-07-05;12930;ref;120000;18893;2018-11-12;12417;;vp;Y;66000;2021-07-04;2018-07-05;16917;8400;0.987585;;;recent;1;0.8794;0.6765;0.6845;0.008;8499
103947500091200002021-07-04 00:00:00;vf72rhnzbj4346859;10394750009;127337;VO-59-4829-1-5-1-1.20-110---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;ESSENCE;1.2;MANUELLE;110;N;2018-07-05;12930;ref;120000;18893;2018-11-12;12417;;vp;N;66000;2021-07-04;2018-07-05;16917;8028;0.987585;;;recent;1;0.8794;0.6465;0.6545;0.008;8127
103947504031200002021-07-17 00:00:00;vf72rhnzbj4369576;10394750403;127337;VO-59-4829-1-5-1-1.20-110---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;ESSENCE;1.2;MANUELLE;110;N;2018-07-18;11510;ref;120000;18941;2018-11-12;12380;;vp;Y;66000;2021-07-17;2018-07-18;16917;8376;0.987582;;;recent;1;0.8794;0.6766;0.6846;0.008;8475
103911438001500002019-11-16 00:00:00;vf72rhnzwj4081078;10391143800;127341;VO-59-4829-1-5-2-1.20-110---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;ESSENCE;1.2;AUTOMATIQUE;110;N;2017-11-17;71600;ref;150000;18695;2018-11-12;14941;;vp;N;114000;2019-11-16;2017-11-17;18958;7808;0.98377;;;recent;1;0.8939;0.5226;0.5256;0.003;7853
10391721002800002022-07-17 00:00:00;vf72rhnzwj4395454;10391721002;127341;VO-59-4829-1-5-2-1.20-110---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;ESSENCE;1.2;AUTOMATIQUE;110;N;2018-07-18;5750;ref;80000;21636;2018-11-12;14310;;vp;Y;8000;2022-07-17;2018-07-18;19042;11925;0.991091;;;recent;1;0.8939;0.8333;0.8438;0.0105;12075
10395228003100002019-09-09 00:00:00;vf72rhnzwj4411608;10395228003;127341;VO-59-4829-1-5-2-1.20-110---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;ESSENCE;1.2;AUTOMATIQUE;110;N;2018-09-10;1400;ref;10000;22121;2018-11-12;20412;;vp;Y;0;2019-09-09;2018-09-10;19292;17452;0.992994;;;recent;1;0.8939;0.8550;0.8580;0.003;17513
10397283401450002021-08-30 00:00:00;vf72rhnzwj4415098;10397283401;127341;VO-59-4829-1-5-2-1.20-110---N;CITROEN;C3 AIRCROSS;4X4 S.U.V;ESSENCE;1.2;AUTOMATIQUE;110;N;2018-08-31;2510;ref;45000;21851;2018-11-12;16430;;vp;Y;0;2021-08-30;2018-08-31;19333;14047;0.992001;;;recent;1;0.8939;0.8550;0.8629;0.008;14178
10395836200100002019-07-19 00:00:00;vf73a5gztjj739646;10395836200;0;VO-59-0-1-13-2-0.00-0-N-SSS;CITROEN;C4 PICASSO|GRAND C4 SPACETOURER;MONOSPACE;ESSENCE;0.0;AUTOMATIQUE;0;N;2018-07-19;2850;pneuf2;10000;27998;2018-11-12;26146;;vp;N;0;2019-07-19;2018-07-19;29083;21360;0.992992;;;nouveau;0;0.0000;0.8170;0.8199;0.003;21438
124224800002019-03-18 00:00:00;vf73a9hc8ej554839;124224;88346;VO-59-505-2-13-2-1.60-115---N;CITROEN;C4 GRAND PICASSO;MONOSPACE;DIESEL;1.6;AUTOMATIQUE;115;N;2014-03-19;73950;ref;80000;12841;2018-11-12;11863;;vp;Y;0;2019-03-18;2014-03-19;24666;10143;0.986041;;;observable;1;0.8761;0.8550;0.8280;-0.027;9823
10368559301850002019-04-20 00:00:00;vf73a9hc8ej807480;10368559301;88347;VO-59-505-2-13-2-1.60-115---N;CITROEN;C4 GRAND PICASSO;MONOSPACE;DIESEL;1.6;AUTOMATIQUE;115;N;2014-11-21;75980;ref;85000;13826;2018-11-12;12718;;vp;Y;0;2019-04-20;2014-11-21;26250;10874;0.987612;;;observable;1;0.8899;0.8550;0.8280;-0.027;10531
5005827500002019-04-01 00:00:00;vf73a9hc8fj564044;5005827;88346;VO-59-505-2-13-2-1.60-115---N;CITROEN;C4 GRAND PICASSO;MONOSPACE;DIESEL;1.6;AUTOMATIQUE;115;N;2015-04-02;44790;ref;50000;14462;2018-11-12;13477;;vp;N;0;2019-04-01;2015-04-02;25000;11011;0.988437;;;observable;1;0.8761;0.8170;0.7900;-0.027;10647
103868815091150002020-09-11 00:00:00;vf73aahxmhj698294;10386881509;107603;VO-59-505-2-13-1-2.00-150---N;CITROEN;C4 GRAND PICASSO;MONOSPACE;DIESEL;2.0;MANUELLE;150;N;2017-09-12;43480;ref;115000;21148;2018-11-12;14234;;vp;Y;21400;2020-09-11;2017-09-12;27708;11346;0.983432;;;observable;1;0.8794;0.7971;0.7476;-0.0495;10641
10395638707200002019-07-14 00:00:00;vf73aahxmjj724359;10395638707;0;VO-59-0-2-13-1-0.00-0-N-SSS;CITROEN;C4 PICASSO|GRAND C4 SPACETOURER;MONOSPACE;DIESEL;0.0;MANUELLE;0;N;2018-07-11;6090;pneuf2;20000;26712;2018-11-12;24015;;vp;Y;0;2019-07-14;2018-07-11;29667;20533;0.988936;;;nouveau;0;0.0000;0.8550;0.8280;-0.027;19885
103685289031190002018-11-10 00:00:00;vf73aahxtej617426;10368528903;107606;VO-59-505-2-13-2-2.00-150---N;CITROEN;C4 GRAND PICASSO;MONOSPACE;DIESEL;2.0;AUTOMATIQUE;150;N;2014-08-11;118230;ref;119000;15150;2018-11-12;14832;;vp;Y;0;2018-11-10;2014-08-11;30792;12681;0.984225;;;observable;1;0.8916;0.8550;0.8550;0;12681
10374805909850002018-12-25 00:00:00;vf73aahxtfj791255;10374805909;107604;VO-59-505-2-13-2-2.00-150---N;CITROEN;C4 GRAND PICASSO;MONOSPACE;DIESEL;2.0;AUTOMATIQUE;150;N;2015-10-26;80960;ref;85000;16527;2018-11-12;15829;;vup;Y;0;2018-12-25;2015-10-26;27167;12505;0.985059;;;observable;1;0.8939;0.7900;0.7900;0;12505
